OrderDate,Customer Id,Region,OrderID,Product,Quantity,UnitPrice
1/31/2024,Cus1320,North,1013,Shirt,8,50
2/29/2024,Cus1419,South,1014,Shoes,10,60
3/31/2024,Cus1458,East,1015,Hat,11,10
4/30/2024,Cus1274,West,1016,Socks,4,20
5/31/2024,Cus1127,North,1017,Jacket,3,30
6/30/2024,Cus1143,South,1018,Gloves,12,25
7/31/2024,Cus1076,East,1019,Shoes,5,15
8/31/2024,Cus1376,West,1020,Hat,7,50
1/31/2023,Cus1149,North,1001,Shirt,5,20
2/28/2023,Cus1295,South,1002,Shoes,10,50
3/31/2023,Cus1059,East,1003,Hat,7,15
4/30/2023,Cus1138,West,1004,Socks,3,5
5/31/2023,Cus1212,North,1005,Jacket,2,60
6/30/2023,Cus1045,South,1006,Gloves,8,25
7/31/2023,Cus1262,East,1007,Shirt,12,40
8/31/2023,Cus1290,West,1008,Shoes,4,15
9/30/2023,Cus1399,North,1009,Hat,7,10
10/31/2023,Cus1127,South,1010,Socks,9,30
11/30/2023,Cus1099,East,1011,Jacket,6,35
12/31/2023,Cus1186,West,1012,Gloves,5,20
1/31/2024,Cus1335,North,1013,Shirt,8,50
2/29/2024,Cus1117,South,1014,Shoes,10,60
3/31/2024,Cus1486,East,1015,Hat,11,10
4/30/2024,Cus1402,West,1016,Socks,4,20
5/31/2024,Cus1367,North,1017,Jacket,3,30
6/30/2024,Cus1075,South,1018,Gloves,12,25
7/31/2024,Cus1221,East,1019,Shoes,5,15
8/31/2024,Cus1493,West,1020,Hat,7,50
1/31/2023,Cus1477,North,1001,Shirt,5,20
2/28/2023,Cus1006,South,1002,Shoes,10,50
3/31/2023,Cus1108,East,1003,Hat,7,15
4/30/2023,Cus1026,West,1004,Socks,3,5
5/31/2023,Cus1425,North,1005,Jacket,2,60
6/30/2023,Cus1119,South,1006,Gloves,8,25
7/31/2023,Cus1352,East,1007,Shirt,12,40
8/31/2023,Cus1365,West,1008,Shoes,4,15
9/30/2023,Cus1455,North,1009,Hat,7,10
10/31/2023,Cus1201,South,1010,Socks,9,30
11/30/2023,Cus1002,East,1011,Jacket,6,35
12/31/2023,Cus1474,West,1012,Gloves,5,20
1/31/2024,Cus1032,North,1013,Shirt,8,50
2/29/2024,Cus1183,South,1014,Shoes,10,60
3/31/2024,Cus1413,East,1015,Hat,11,10
4/30/2024,Cus1174,West,1016,Socks,4,20
5/31/2024,Cus1286,North,1017,Jacket,3,30
6/30/2024,Cus1079,South,1018,Gloves,12,25
7/31/2024,Cus1181,East,1019,Shoes,5,15
8/31/2024,Cus1059,West,1020,Hat,7,50
1/31/2023,Cus1031,North,1001,Shirt,5,20
2/28/2023,Cus1006,South,1002,Shoes,10,50
3/31/2023,Cus1176,East,1003,Hat,7,15
4/30/2023,Cus1114,West,1004,Socks,3,5
5/31/2023,Cus1233,North,1005,Jacket,2,60
6/30/2023,Cus1070,South,1006,Gloves,8,25
7/31/2023,Cus1213,East,1007,Shirt,12,40
8/31/2023,Cus1445,West,1008,Shoes,4,15
9/30/2023,Cus1372,North,1009,Hat,7,10
10/31/2023,Cus1141,South,1010,Socks,9,30
11/30/2023,Cus1474,East,1011,Jacket,6,35
12/31/2023,Cus1417,West,1012,Gloves,5,20
1/31/2024,Cus1063,North,1013,Shirt,8,50
2/29/2024,Cus1141,South,1014,Shoes,10,60
3/31/2024,Cus1187,East,1015,Hat,11,10
4/30/2024,Cus1204,West,1016,Socks,4,20
5/31/2024,Cus1486,North,1017,Jacket,3,30
6/30/2024,Cus1481,South,1018,Gloves,12,25
7/31/2024,Cus1445,East,1019,Shoes,5,15
8/31/2024,Cus1421,West,1020,Hat,7,50
1/31/2023,Cus1045,North,1001,Shirt,5,20
2/28/2023,Cus1057,South,1002,Shoes,10,50
3/31/2023,Cus1294,East,1003,Hat,7,15
4/30/2023,Cus1243,West,1004,Socks,3,5
5/31/2023,Cus1291,North,1005,Jacket,2,60
6/30/2023,Cus1280,South,1006,Gloves,8,25
7/31/2023,Cus1038,East,1007,Shirt,12,40
8/31/2023,Cus1477,West,1008,Shoes,4,15
9/30/2023,Cus1431,North,1009,Hat,7,10
10/31/2023,Cus1030,South,1010,Socks,9,30
11/30/2023,Cus1206,East,1011,Jacket,6,35
12/31/2023,Cus1377,West,1012,Gloves,5,20
1/31/2024,Cus1488,North,1013,Shirt,8,50
2/29/2024,Cus1209,South,1014,Shoes,10,60
3/31/2024,Cus1471,East,1015,Hat,11,10
4/30/2024,Cus1370,West,1016,Socks,4,20
5/31/2024,Cus1403,North,1017,Jacket,3,30
6/30/2024,Cus1374,South,1018,Gloves,12,25
7/31/2024,Cus1155,East,1019,Shoes,5,15
8/31/2024,Cus1225,West,1020,Hat,7,50
1/31/2023,Cus1272,North,1001,Shirt,5,20
2/28/2023,Cus1070,South,1002,Shoes,10,50
3/31/2023,Cus1498,East,1003,Hat,7,15
4/30/2023,Cus1302,West,1004,Socks,3,5
5/31/2023,Cus1216,North,1005,Jacket,2,60
6/30/2023,Cus1041,South,1006,Gloves,8,25
7/31/2023,Cus1389,East,1007,Shirt,12,40
8/31/2023,Cus1495,West,1008,Shoes,4,15
9/30/2023,Cus1169,North,1009,Hat,7,10
10/31/2023,Cus1470,South,1010,Socks,9,30
11/30/2023,Cus1377,East,1011,Jacket,6,35
12/31/2023,Cus1439,West,1012,Gloves,5,20
1/31/2024,Cus1309,North,1013,Shirt,8,50
2/29/2024,Cus1123,South,1014,Shoes,10,60
3/31/2024,Cus1057,East,1015,Hat,11,10
4/30/2024,Cus1452,West,1016,Socks,4,20
5/31/2024,Cus1310,North,1017,Jacket,3,30
6/30/2024,Cus1008,South,1018,Gloves,12,25
7/31/2024,Cus1227,East,1019,Shoes,5,15
8/31/2024,Cus1366,West,1020,Hat,7,50
1/31/2023,Cus1361,North,1001,Shirt,5,20
2/28/2023,Cus1412,South,1002,Shoes,10,50
3/31/2023,Cus1134,East,1003,Hat,7,15
4/30/2023,Cus1498,West,1004,Socks,3,5
5/31/2023,Cus1399,North,1005,Jacket,2,60
6/30/2023,Cus1359,South,1006,Gloves,8,25
7/31/2023,Cus1341,East,1007,Shirt,12,40
8/31/2023,Cus1017,West,1008,Shoes,4,15
9/30/2023,Cus1277,North,1009,Hat,7,10
10/31/2023,Cus1249,South,1010,Socks,9,30
11/30/2023,Cus1183,East,1011,Jacket,6,35
12/31/2023,Cus1391,West,1012,Gloves,5,20
1/31/2024,Cus1331,North,1013,Shirt,8,50
2/29/2024,Cus1109,South,1014,Shoes,10,60
3/31/2024,Cus1119,East,1015,Hat,11,10
4/30/2024,Cus1458,West,1016,Socks,4,20
5/31/2024,Cus1262,North,1017,Jacket,3,30
6/30/2024,Cus1382,South,1018,Gloves,12,25
7/31/2024,Cus1056,East,1019,Shoes,5,15
8/31/2024,Cus1179,West,1020,Hat,7,50
1/31/2023,Cus1215,North,1001,Shirt,5,20
2/28/2023,Cus1245,South,1002,Shoes,10,50
3/31/2023,Cus1424,East,1003,Hat,7,15
4/30/2023,Cus1407,West,1004,Socks,3,5
5/31/2023,Cus1257,North,1005,Jacket,2,60
6/30/2023,Cus1158,South,1006,Gloves,8,25
7/31/2023,Cus1037,East,1007,Shirt,12,40
8/31/2023,Cus1461,West,1008,Shoes,4,15
9/30/2023,Cus1481,North,1009,Hat,7,10
10/31/2023,Cus1198,South,1010,Socks,9,30
11/30/2023,Cus1429,East,1011,Jacket,6,35
12/31/2023,Cus1043,West,1012,Gloves,5,20
1/31/2024,Cus1132,North,1013,Shirt,8,50
2/29/2024,Cus1445,South,1014,Shoes,10,60
3/31/2024,Cus1489,East,1015,Hat,11,10
4/30/2024,Cus1104,West,1016,Socks,4,20
5/31/2024,Cus1305,North,1017,Jacket,3,30
6/30/2024,Cus1243,South,1018,Gloves,12,25
7/31/2024,Cus1396,East,1019,Shoes,5,15
8/31/2024,Cus1262,West,1020,Hat,7,50
1/31/2023,Cus1342,North,1001,Shirt,5,20
2/28/2023,Cus1449,South,1002,Shoes,10,50
3/31/2023,Cus1357,East,1003,Hat,7,15
4/30/2023,Cus1405,West,1004,Socks,3,5
5/31/2023,Cus1253,North,1005,Jacket,2,60
6/30/2023,Cus1217,South,1006,Gloves,8,25
7/31/2023,Cus1295,East,1007,Shirt,12,40
8/31/2023,Cus1012,West,1008,Shoes,4,15
9/30/2023,Cus1338,North,1009,Hat,7,10
10/31/2023,Cus1164,South,1010,Socks,9,30
11/30/2023,Cus1451,East,1011,Jacket,6,35
12/31/2023,Cus1203,West,1012,Gloves,5,20
1/31/2024,Cus1130,North,1013,Shirt,8,50
2/29/2024,Cus1211,South,1014,Shoes,10,60
3/31/2024,Cus1487,East,1015,Hat,11,10
4/30/2024,Cus1242,West,1016,Socks,4,20
5/31/2024,Cus1361,North,1017,Jacket,3,30
6/30/2024,Cus1429,South,1018,Gloves,12,25
7/31/2024,Cus1059,East,1019,Shoes,5,15
8/31/2024,Cus1430,West,1020,Hat,7,50
1/31/2023,Cus1295,North,1001,Shirt,5,20
2/28/2023,Cus1046,South,1002,Shoes,10,50
3/31/2023,Cus1378,East,1003,Hat,7,15
4/30/2023,Cus1290,West,1004,Socks,3,5
5/31/2023,Cus1206,North,1005,Jacket,2,60
6/30/2023,Cus1358,South,1006,Gloves,8,25
7/31/2023,Cus1248,East,1007,Shirt,12,40
8/31/2023,Cus1048,West,1008,Shoes,4,15
9/30/2023,Cus1328,North,1009,Hat,7,10
10/31/2023,Cus1418,South,1010,Socks,9,30
11/30/2023,Cus1055,East,1011,Jacket,6,35
12/31/2023,Cus1469,West,1012,Gloves,5,20
1/31/2024,Cus1100,North,1013,Shirt,8,50
2/29/2024,Cus1350,South,1014,Shoes,10,60
3/31/2024,Cus1375,East,1015,Hat,11,10
4/30/2024,Cus1422,West,1016,Socks,4,20
5/31/2024,Cus1189,North,1017,Jacket,3,30
6/30/2024,Cus1192,South,1018,Gloves,12,25
7/31/2024,Cus1416,East,1019,Shoes,5,15
8/31/2024,Cus1110,West,1020,Hat,7,50
1/31/2023,Cus1139,North,1001,Shirt,5,20
2/28/2023,Cus1181,South,1002,Shoes,10,50
3/31/2023,Cus1163,East,1003,Hat,7,15
4/30/2023,Cus1104,West,1004,Socks,3,5
5/31/2023,Cus1051,North,1005,Jacket,2,60
6/30/2023,Cus1212,South,1006,Gloves,8,25
7/31/2023,Cus1500,East,1007,Shirt,12,40
8/31/2023,Cus1484,West,1008,Shoes,4,15
9/30/2023,Cus1340,North,1009,Hat,7,10
10/31/2023,Cus1479,South,1010,Socks,9,30
11/30/2023,Cus1367,East,1011,Jacket,6,35
12/31/2023,Cus1005,West,1012,Gloves,5,20
1/31/2024,Cus1269,North,1013,Shirt,8,50
2/29/2024,Cus1066,South,1014,Shoes,10,60
3/31/2024,Cus1468,East,1015,Hat,11,10
4/30/2024,Cus1388,West,1016,Socks,4,20
5/31/2024,Cus1360,North,1017,Jacket,3,30
6/30/2024,Cus1271,South,1018,Gloves,12,25
7/31/2024,Cus1149,East,1019,Shoes,5,15
8/31/2024,Cus1137,West,1020,Hat,7,50
1/31/2023,Cus1058,North,1001,Shirt,5,20
2/28/2023,Cus1323,South,1002,Shoes,10,50
3/31/2023,Cus1300,East,1003,Hat,7,15
4/30/2023,Cus1313,West,1004,Socks,3,5
5/31/2023,Cus1222,North,1005,Jacket,2,60
6/30/2023,Cus1171,South,1006,Gloves,8,25
7/31/2023,Cus1485,East,1007,Shirt,12,40
8/31/2023,Cus1089,West,1008,Shoes,4,15
9/30/2023,Cus1396,North,1009,Hat,7,10
10/31/2023,Cus1187,South,1010,Socks,9,30
11/30/2023,Cus1144,East,1011,Jacket,6,35
12/31/2023,Cus1198,West,1012,Gloves,5,20
1/31/2024,Cus1039,North,1013,Shirt,8,50
2/29/2024,Cus1412,South,1014,Shoes,10,60
3/31/2024,Cus1025,East,1015,Hat,11,10
4/30/2024,Cus1324,West,1016,Socks,4,20
5/31/2024,Cus1189,North,1017,Jacket,3,30
6/30/2024,Cus1417,South,1018,Gloves,12,25
7/31/2024,Cus1020,East,1019,Shoes,5,15
8/31/2024,Cus1056,West,1020,Hat,7,50
1/31/2023,Cus1236,North,1001,Shirt,5,20
2/28/2023,Cus1394,South,1002,Shoes,10,50
3/31/2023,Cus1131,East,1003,Hat,7,15
4/30/2023,Cus1188,West,1004,Socks,3,5
5/31/2023,Cus1018,North,1005,Jacket,2,60
6/30/2023,Cus1287,South,1006,Gloves,8,25
7/31/2023,Cus1410,East,1007,Shirt,12,40
8/31/2023,Cus1398,West,1008,Shoes,4,15
9/30/2023,Cus1064,North,1009,Hat,7,10
10/31/2023,Cus1123,South,1010,Socks,9,30
11/30/2023,Cus1155,East,1011,Jacket,6,35
12/31/2023,Cus1231,West,1012,Gloves,5,20
1/31/2024,Cus1046,North,1013,Shirt,8,50
2/29/2024,Cus1429,South,1014,Shoes,10,60
3/31/2024,Cus1233,East,1015,Hat,11,10
4/30/2024,Cus1468,West,1016,Socks,4,20
5/31/2024,Cus1403,North,1017,Jacket,3,30
6/30/2024,Cus1174,South,1018,Gloves,12,25
7/31/2024,Cus1466,East,1019,Shoes,5,15
8/31/2024,Cus1261,West,1020,Hat,7,50
1/31/2023,Cus1275,North,1001,Shirt,5,20
2/28/2023,Cus1153,South,1002,Shoes,10,50
3/31/2023,Cus1012,East,1003,Hat,7,15
4/30/2023,Cus1046,West,1004,Socks,3,5
5/31/2023,Cus1214,North,1005,Jacket,2,60
6/30/2023,Cus1462,South,1006,Gloves,8,25
7/31/2023,Cus1150,East,1007,Shirt,12,40
8/31/2023,Cus1062,West,1008,Shoes,4,15
9/30/2023,Cus1084,North,1009,Hat,7,10
10/31/2023,Cus1201,South,1010,Socks,9,30
11/30/2023,Cus1451,East,1011,Jacket,6,35
12/31/2023,Cus1449,West,1012,Gloves,5,20
1/31/2024,Cus1278,North,1013,Shirt,8,50
2/29/2024,Cus1201,South,1014,Shoes,10,60
3/31/2024,Cus1292,East,1015,Hat,11,10
4/30/2024,Cus1279,West,1016,Socks,4,20
5/31/2024,Cus1396,North,1017,Jacket,3,30
6/30/2024,Cus1431,South,1018,Gloves,12,25
7/31/2024,Cus1326,East,1019,Shoes,5,15
8/31/2024,Cus1407,West,1020,Hat,7,50
1/31/2023,Cus1394,North,1001,Shirt,5,20
2/28/2023,Cus1091,South,1002,Shoes,10,50
3/31/2023,Cus1282,East,1003,Hat,7,15
4/30/2023,Cus1200,West,1004,Socks,3,5
5/31/2023,Cus1063,North,1005,Jacket,2,60
6/30/2023,Cus1067,South,1006,Gloves,8,25
7/31/2023,Cus1132,East,1007,Shirt,12,40
8/31/2023,Cus1420,West,1008,Shoes,4,15
9/30/2023,Cus1140,North,1009,Hat,7,10
10/31/2023,Cus1102,South,1010,Socks,9,30
11/30/2023,Cus1342,East,1011,Jacket,6,35
12/31/2023,Cus1110,West,1012,Gloves,5,20
1/31/2024,Cus1030,North,1013,Shirt,8,50
2/29/2024,Cus1369,South,1014,Shoes,10,60
3/31/2024,Cus1342,East,1015,Hat,11,10
4/30/2024,Cus1385,West,1016,Socks,4,20
5/31/2024,Cus1279,North,1017,Jacket,3,30
6/30/2024,Cus1212,South,1018,Gloves,12,25
7/31/2024,Cus1043,East,1019,Shoes,5,15
8/31/2024,Cus1392,West,1020,Hat,7,50
1/31/2023,Cus1266,North,1001,Shirt,5,20
2/28/2023,Cus1160,South,1002,Shoes,10,50
3/31/2023,Cus1355,East,1003,Hat,7,15
4/30/2023,Cus1393,West,1004,Socks,3,5
5/31/2023,Cus1367,North,1005,Jacket,2,60
6/30/2023,Cus1404,South,1006,Gloves,8,25
7/31/2023,Cus1278,East,1007,Shirt,12,40
8/31/2023,Cus1375,West,1008,Shoes,4,15
9/30/2023,Cus1471,North,1009,Hat,7,10
10/31/2023,Cus1058,South,1010,Socks,9,30
11/30/2023,Cus1315,East,1011,Jacket,6,35
12/31/2023,Cus1046,West,1012,Gloves,5,20
1/31/2024,Cus1167,North,1013,Shirt,8,50
2/29/2024,Cus1180,South,1014,Shoes,10,60
3/31/2024,Cus1265,East,1015,Hat,11,10
4/30/2024,Cus1436,West,1016,Socks,4,20
5/31/2024,Cus1323,North,1017,Jacket,3,30
6/30/2024,Cus1459,South,1018,Gloves,12,25
7/31/2024,Cus1179,East,1019,Shoes,5,15
8/31/2024,Cus1341,West,1020,Hat,7,50
1/31/2023,Cus1151,North,1001,Shirt,5,20
2/28/2023,Cus1048,South,1002,Shoes,10,50
3/31/2023,Cus1194,East,1003,Hat,7,15
4/30/2023,Cus1123,West,1004,Socks,3,5
5/31/2023,Cus1310,North,1005,Jacket,2,60
6/30/2023,Cus1026,South,1006,Gloves,8,25
7/31/2023,Cus1214,East,1007,Shirt,12,40
8/31/2023,Cus1298,West,1008,Shoes,4,15
9/30/2023,Cus1140,North,1009,Hat,7,10
10/31/2023,Cus1046,South,1010,Socks,9,30
11/30/2023,Cus1033,East,1011,Jacket,6,35
12/31/2023,Cus1248,West,1012,Gloves,5,20
1/31/2024,Cus1307,North,1013,Shirt,8,50
2/29/2024,Cus1459,South,1014,Shoes,10,60
3/31/2024,Cus1192,East,1015,Hat,11,10
4/30/2024,Cus1334,West,1016,Socks,4,20
5/31/2024,Cus1350,North,1017,Jacket,3,30
6/30/2024,Cus1328,South,1018,Gloves,12,25
7/31/2024,Cus1435,East,1019,Shoes,5,15
8/31/2024,Cus1344,West,1020,Hat,7,50
1/31/2023,Cus1046,North,1001,Shirt,5,20
2/28/2023,Cus1147,South,1002,Shoes,10,50
3/31/2023,Cus1021,East,1003,Hat,7,15
4/30/2023,Cus1148,West,1004,Socks,3,5
5/31/2023,Cus1079,North,1005,Jacket,2,60
6/30/2023,Cus1269,South,1006,Gloves,8,25
7/31/2023,Cus1382,East,1007,Shirt,12,40
8/31/2023,Cus1263,West,1008,Shoes,4,15
9/30/2023,Cus1397,North,1009,Hat,7,10
10/31/2023,Cus1023,South,1010,Socks,9,30
11/30/2023,Cus1149,East,1011,Jacket,6,35
12/31/2023,Cus1293,West,1012,Gloves,5,20
1/31/2024,Cus1216,North,1013,Shirt,8,50
2/29/2024,Cus1488,South,1014,Shoes,10,60
3/31/2024,Cus1176,East,1015,Hat,11,10
4/30/2024,Cus1360,West,1016,Socks,4,20
5/31/2024,Cus1201,North,1017,Jacket,3,30
6/30/2024,Cus1100,South,1018,Gloves,12,25
7/31/2024,Cus1399,East,1019,Shoes,5,15
8/31/2024,Cus1341,West,1020,Hat,7,50
1/31/2023,Cus1276,North,1001,Shirt,5,20
2/28/2023,Cus1460,South,1002,Shoes,10,50
3/31/2023,Cus1472,East,1003,Hat,7,15
4/30/2023,Cus1485,West,1004,Socks,3,5
5/31/2023,Cus1340,North,1005,Jacket,2,60
6/30/2023,Cus1259,South,1006,Gloves,8,25
7/31/2023,Cus1254,East,1007,Shirt,12,40
8/31/2023,Cus1088,West,1008,Shoes,4,15
9/30/2023,Cus1003,North,1009,Hat,7,10
10/31/2023,Cus1279,South,1010,Socks,9,30
11/30/2023,Cus1085,East,1011,Jacket,6,35
12/31/2023,Cus1196,West,1012,Gloves,5,20
1/31/2024,Cus1190,North,1013,Shirt,8,50
2/29/2024,Cus1379,South,1014,Shoes,10,60
3/31/2024,Cus1160,East,1015,Hat,11,10
4/30/2024,Cus1039,West,1016,Socks,4,20
5/31/2024,Cus1075,North,1017,Jacket,3,30
6/30/2024,Cus1160,South,1018,Gloves,12,25
7/31/2024,Cus1065,East,1019,Shoes,5,15
8/31/2024,Cus1026,West,1020,Hat,7,50
1/31/2023,Cus1286,North,1001,Shirt,5,20
2/28/2023,Cus1474,South,1002,Shoes,10,50
3/31/2023,Cus1278,East,1003,Hat,7,15
4/30/2023,Cus1337,West,1004,Socks,3,5
5/31/2023,Cus1071,North,1005,Jacket,2,60
6/30/2023,Cus1069,South,1006,Gloves,8,25
7/31/2023,Cus1288,East,1007,Shirt,12,40
8/31/2023,Cus1147,West,1008,Shoes,4,15
9/30/2023,Cus1374,North,1009,Hat,7,10
10/31/2023,Cus1253,South,1010,Socks,9,30
11/30/2023,Cus1197,East,1011,Jacket,6,35
12/31/2023,Cus1264,West,1012,Gloves,5,20
1/31/2024,Cus1157,North,1013,Shirt,8,50
2/29/2024,Cus1194,South,1014,Shoes,10,60
3/31/2024,Cus1129,East,1015,Hat,11,10
4/30/2024,Cus1059,West,1016,Socks,4,20
5/31/2024,Cus1219,North,1017,Jacket,3,30
6/30/2024,Cus1027,South,1018,Gloves,12,25
7/31/2024,Cus1014,East,1019,Shoes,5,15
8/31/2024,Cus1280,West,1020,Hat,7,50
1/31/2023,Cus1059,North,1001,Shirt,5,20
2/28/2023,Cus1113,South,1002,Shoes,10,50
3/31/2023,Cus1139,East,1003,Hat,7,15
4/30/2023,Cus1226,West,1004,Socks,3,5
5/31/2023,Cus1333,North,1005,Jacket,2,60
6/30/2023,Cus1112,South,1006,Gloves,8,25
7/31/2023,Cus1418,East,1007,Shirt,12,40
8/31/2023,Cus1382,West,1008,Shoes,4,15
9/30/2023,Cus1307,North,1009,Hat,7,10
10/31/2023,Cus1329,South,1010,Socks,9,30
11/30/2023,Cus1105,East,1011,Jacket,6,35
12/31/2023,Cus1389,West,1012,Gloves,5,20
1/31/2024,Cus1292,North,1013,Shirt,8,50
2/29/2024,Cus1402,South,1014,Shoes,10,60
3/31/2024,Cus1317,East,1015,Hat,11,10
4/30/2024,Cus1172,West,1016,Socks,4,20
5/31/2024,Cus1253,North,1017,Jacket,3,30
6/30/2024,Cus1020,South,1018,Gloves,12,25
7/31/2024,Cus1235,East,1019,Shoes,5,15
8/31/2024,Cus1101,West,1020,Hat,7,50
1/31/2023,Cus1390,North,1001,Shirt,5,20
2/28/2023,Cus1120,South,1002,Shoes,10,50
3/31/2023,Cus1196,East,1003,Hat,7,15
4/30/2023,Cus1372,West,1004,Socks,3,5
5/31/2023,Cus1343,North,1005,Jacket,2,60
6/30/2023,Cus1126,South,1006,Gloves,8,25
7/31/2023,Cus1004,East,1007,Shirt,12,40
8/31/2023,Cus1298,West,1008,Shoes,4,15
9/30/2023,Cus1029,North,1009,Hat,7,10
10/31/2023,Cus1044,South,1010,Socks,9,30
11/30/2023,Cus1181,East,1011,Jacket,6,35
12/31/2023,Cus1362,West,1012,Gloves,5,20
1/31/2024,Cus1142,North,1013,Shirt,8,50
2/29/2024,Cus1079,South,1014,Shoes,10,60
3/31/2024,Cus1125,East,1015,Hat,11,10
4/30/2024,Cus1181,West,1016,Socks,4,20
5/31/2024,Cus1093,North,1017,Jacket,3,30
6/30/2024,Cus1341,South,1018,Gloves,12,25
7/31/2024,Cus1187,East,1019,Shoes,5,15
8/31/2024,Cus1078,West,1020,Hat,7,50
1/31/2023,Cus1306,North,1001,Shirt,5,20
2/28/2023,Cus1450,South,1002,Shoes,10,50
3/31/2023,Cus1347,East,1003,Hat,7,15
4/30/2023,Cus1211,West,1004,Socks,3,5
5/31/2023,Cus1053,North,1005,Jacket,2,60
6/30/2023,Cus1283,South,1006,Gloves,8,25
7/31/2023,Cus1430,East,1007,Shirt,12,40
8/31/2023,Cus1165,West,1008,Shoes,4,15
9/30/2023,Cus1287,North,1009,Hat,7,10
10/31/2023,Cus1322,South,1010,Socks,9,30
11/30/2023,Cus1373,East,1011,Jacket,6,35
12/31/2023,Cus1489,West,1012,Gloves,5,20
1/31/2024,Cus1474,North,1013,Shirt,8,50
2/29/2024,Cus1259,South,1014,Shoes,10,60
3/31/2024,Cus1418,East,1015,Hat,11,10
4/30/2024,Cus1426,West,1016,Socks,4,20
5/31/2024,Cus1238,North,1017,Jacket,3,30
6/30/2024,Cus1139,South,1018,Gloves,12,25
7/31/2024,Cus1209,East,1019,Shoes,5,15
8/31/2024,Cus1086,West,1020,Hat,7,50
1/31/2023,Cus1259,North,1001,Shirt,5,20
2/28/2023,Cus1359,South,1002,Shoes,10,50
3/31/2023,Cus1287,East,1003,Hat,7,15
4/30/2023,Cus1175,West,1004,Socks,3,5
5/31/2023,Cus1329,North,1005,Jacket,2,60
6/30/2023,Cus1280,South,1006,Gloves,8,25
7/31/2023,Cus1262,East,1007,Shirt,12,40
8/31/2023,Cus1132,West,1008,Shoes,4,15
9/30/2023,Cus1137,North,1009,Hat,7,10
10/31/2023,Cus1236,South,1010,Socks,9,30
11/30/2023,Cus1228,East,1011,Jacket,6,35
12/31/2023,Cus1134,West,1012,Gloves,5,20
1/31/2024,Cus1320,North,1013,Shirt,8,50
2/29/2024,Cus1160,South,1014,Shoes,10,60
3/31/2024,Cus1133,East,1015,Hat,11,10
4/30/2024,Cus1231,West,1016,Socks,4,20
5/31/2024,Cus1051,North,1017,Jacket,3,30
6/30/2024,Cus1049,South,1018,Gloves,12,25
7/31/2024,Cus1029,East,1019,Shoes,5,15
8/31/2024,Cus1323,West,1020,Hat,7,50
1/31/2023,Cus1490,North,1001,Shirt,5,20
2/28/2023,Cus1401,South,1002,Shoes,10,50
3/31/2023,Cus1139,East,1003,Hat,7,15
4/30/2023,Cus1226,West,1004,Socks,3,5
5/31/2023,Cus1049,North,1005,Jacket,2,60
6/30/2023,Cus1232,South,1006,Gloves,8,25
7/31/2023,Cus1143,East,1007,Shirt,12,40
8/31/2023,Cus1367,West,1008,Shoes,4,15
9/30/2023,Cus1285,North,1009,Hat,7,10
10/31/2023,Cus1148,South,1010,Socks,9,30
11/30/2023,Cus1003,East,1011,Jacket,6,35
12/31/2023,Cus1032,West,1012,Gloves,5,20
1/31/2024,Cus1020,North,1013,Shirt,8,50
2/29/2024,Cus1405,South,1014,Shoes,10,60
3/31/2024,Cus1459,East,1015,Hat,11,10
4/30/2024,Cus1492,West,1016,Socks,4,20
5/31/2024,Cus1280,North,1017,Jacket,3,30
6/30/2024,Cus1337,South,1018,Gloves,12,25
7/31/2024,Cus1082,East,1019,Shoes,5,15
8/31/2024,Cus1427,West,1020,Hat,7,50
1/31/2023,Cus1306,North,1001,Shirt,5,20
2/28/2023,Cus1328,South,1002,Shoes,10,50
3/31/2023,Cus1011,East,1003,Hat,7,15
4/30/2023,Cus1256,West,1004,Socks,3,5
5/31/2023,Cus1308,North,1005,Jacket,2,60
6/30/2023,Cus1377,South,1006,Gloves,8,25
7/31/2023,Cus1413,East,1007,Shirt,12,40
8/31/2023,Cus1008,West,1008,Shoes,4,15
9/30/2023,Cus1449,North,1009,Hat,7,10
10/31/2023,Cus1089,South,1010,Socks,9,30
11/30/2023,Cus1077,East,1011,Jacket,6,35
12/31/2023,Cus1385,West,1012,Gloves,5,20
1/31/2024,Cus1450,North,1013,Shirt,8,50
2/29/2024,Cus1346,South,1014,Shoes,10,60
3/31/2024,Cus1355,East,1015,Hat,11,10
4/30/2024,Cus1118,West,1016,Socks,4,20
5/31/2024,Cus1370,North,1017,Jacket,3,30
6/30/2024,Cus1344,South,1018,Gloves,12,25
7/31/2024,Cus1222,East,1019,Shoes,5,15
8/31/2024,Cus1392,West,1020,Hat,7,50
1/31/2023,Cus1131,North,1001,Shirt,5,20
2/28/2023,Cus1223,South,1002,Shoes,10,50
3/31/2023,Cus1321,East,1003,Hat,7,15
4/30/2023,Cus1069,West,1004,Socks,3,5
5/31/2023,Cus1053,North,1005,Jacket,2,60
6/30/2023,Cus1397,South,1006,Gloves,8,25
7/31/2023,Cus1280,East,1007,Shirt,12,40
8/31/2023,Cus1441,West,1008,Shoes,4,15
9/30/2023,Cus1155,North,1009,Hat,7,10
10/31/2023,Cus1182,South,1010,Socks,9,30
11/30/2023,Cus1134,East,1011,Jacket,6,35
12/31/2023,Cus1493,West,1012,Gloves,5,20
1/31/2024,Cus1088,North,1013,Shirt,8,50
2/29/2024,Cus1230,South,1014,Shoes,10,60
3/31/2024,Cus1419,East,1015,Hat,11,10
4/30/2024,Cus1348,West,1016,Socks,4,20
